teks_terjemah,Label_Asli,Prediksi_NB,Prediksi_SVM
"Thank you, proud Windaaahh",Positive,Positive,Positive
"Don't be blasphemous, bro, Windah, it's really popular, it's really viral, it's really funny",Positive,Positive,Positive
really bro,Positive,Positive,Positive
"Very respectful bro, Windah, I've been waiting for this gsme since yesterday. Thank you, bro, Windah for giving me fanservice, girl.",Positive,Positive,Positive
ee,Neutral,Neutral,Neutral
uninstall ken install hhhhhhhhh,Neutral,Neutral,Neutral
The max is just adding friends,Neutral,Neutral,Neutral
yingtze anjir w really late w don't know if he opened his profile because zzzz,Negative,Negative,Negative
"It's crazy, it's really fun, it's really fun to watch, bro, thank youuu",Neutral,Positive,Positive
"Thanks bro, played the game until I was willing to spend millions",Positive,Positive,Positive
"original game, good storyline, story gameplay, no wonder it's top not bad, isn't it?",Positive,Positive,Positive
"It's really funny, bro, Windah keeps saying that Sylus is cool, Sylus is a bad boy, etc. It's funny, Sylus reflexes screenshots, he even buys clothes, cool photos, thank you, bro, playing the game, Sylus, Zayne, Girlie, really watch it until the end, wait for the part, bro, unlock Caleb's story",Positive,Positive,Positive
finish bro,Neutral,Neutral,Neutral
i love you so much bro windahhh playing games,Positive,Positive,Positive
"Bro, Windah, girl, go to you to review Caleb, bro",Neutral,Neutral,Neutral
"bro, play cisini story banj",Neutral,Neutral,Neutral
"I'm laughing when I see the viewers, the guy is emoting and angry, facereddroopyeyesfacebluesmiling, anyway, finish love and deepspace, bro",Neutral,Neutral,Neutral
Please pretend you don't know,Neutral,Neutral,Neutral
"bro, bomb features, try this game, I'm afraid the viewers will be surprised by the features",Negative,Negative,Negative
thank you brother windah,Neutral,Neutral,Neutral
"Bro, Windah, continue homicipher",Neutral,Neutral,Neutral
yayyy post too,Neutral,Neutral,Neutral
I think this is a Nikke Portrait mode game with turn base gameplay that turns out to be hack n slash PGR JIR,Negative,Negative,Negative
cylusss,Neutral,Neutral,Neutral
many handsome guys in games are still handsome guys,Positive,Positive,Positive
"bro, try playing captivity",Neutral,Neutral,Neutral
"Anjay is trending, bro, I'm proud of you, as I expected, you get thanks, people like blaspheming you.",Positive,Positive,Positive
Anjass played,Neutral,Neutral,Neutral
"Bro, Windah didn't buy clothes, Sylus just bought a towel",Neutral,Neutral,Neutral
iezxsooizumi oh yeah wrong laugh sorry I meant towel,Negative,Negative,Negative
"To be honest, when I watched Bro Windah play this game, I didn't laugh out loud",Positive,Positive,Positive
That's your feature,Neutral,Neutral,Neutral
"Thanks bro for playing, even though I got fried when I played yesterday it crashed until I got deja vu again, still playing, enjoy respect",Positive,Positive,Positive
Thank you so much for playing the game,Negative,Negative,Negative
"Bro, play the fun Magic Pocket Pet game to fight Pokemon",Positive,Positive,Positive
"bro, request to play mass games or not",Neutral,Neutral,Neutral
Thank you bro Windah Ileyee,Neutral,Neutral,Neutral
sylus i lop u,Neutral,Neutral,Neutral
"Bro, Windows wore a Sukuse wig yesterday when playing Lads so that he wouldn't be handsome compared to the character in the game",Positive,Positive,Negative
it's really sad to live live grgr sleep,Negative,Negative,Negative
commented by Bang Windah Bjir's dormitory student,Neutral,Neutral,Neutral
Anjay doesn't crash anymore until Xavier's clothes become rainbowim proud of ur computer,Positive,Positive,Neutral
,Neutral,Neutral,Neutral
papa brandoo,Neutral,Neutral,Neutral
thank you bro windahhhfacepurplecryingfacepurplecryingfacepurplecrying,Neutral,Neutral,Neutral
windah slayer,Neutral,Neutral,Neutral
"Thank you very much, Windahhh",Positive,Neutral,Neutral
we love we respect bro windahhh,Positive,Positive,Positive
"bro, play crazy ones",Negative,Negative,Negative
"Thanks bro, Windahh, it's really exciting, I'm really looking forward to playing it sometime",Positive,Positive,Positive
"Thank you bro, Windah, let's play the game, bro, Windah",Negative,Neutral,Negative
Bang Windah's comedy is playing the Bokeff game,Negative,Negative,Negative
"I think people should at least watch it first, don't just talk about it, don't look for it, it's a game about low HR",Negative,Positive,Negative
sxyza omaga is called low level high school sma pylus garuda,Positive,Positive,Positive
carbide bits,Neutral,Neutral,Neutral
regiiibadut game bkp plays jokes,Negative,Negative,Negative
stupid fomo sir,Negative,Neutral,Negative
lightphocnix is ​​trying to find out about this bokef game,Negative,Negative,Negative
stupid,Negative,Negative,Negative
"saphiraabelia comedy game deck is entertaining to play, it's better to play Epep",Positive,Positive,Positive
"It's not clear, bro",Negative,Neutral,Neutral
trullycan emg gjls game lust,Negative,Negative,Negative
Suki,Neutral,Neutral,Neutral
"indeed from Bang Windah, playing the game of directing the bokef of sexy girls, Sono video, Bang Windah, blaspheme the game, don't do it if you think it's just a double standard bokef game, awkoawkoawkowako",Negative,Negative,Negative
you see a sexy girl,Positive,Positive,Neutral
unclean double standards,Neutral,Neutral,Neutral
ashiprisilia double standards what ytm team,Neutral,Neutral,Neutral
gg bang bocil sylus,Neutral,Neutral,Neutral
"cool, proud",Positive,Positive,Positive
"Yeayyy, wait for Caleb's story",Neutral,Neutral,Neutral
Thanks bro for playing this game especially for the cool and cool comments,Positive,Positive,Positive
"Bro, the female YouTuber finished watching the guy not finish",Neutral,Neutral,Neutral
finally laughed,Positive,Positive,Positive
bang stream dynasty warrior ga,Neutral,Neutral,Neutral
"Thank you sis, I've been playing games, I rarely see male gamers playing dating sim games, wait for the update, bro",Positive,Neutral,Neutral
Thank you bro for playing the game,Negative,Negative,Negative
Thank you bro for playing the game when my device supports playing lads bro Windah the best,Positive,Positive,Positive
ty bro by the way ignore bro,Neutral,Neutral,Neutral
Wow Windah pervert,Positive,Positive,Positive
"Waaaaa thanks Bangwin thanks a lot, I know how to play, so I don't like it, please judge, Bangwin, I'm welcome to review because Bangwin, I know how the POV is when playing the game",Positive,Positive,Positive
"Bro, be careful, the Gooner game is dead",Negative,Negative,Negative
"Bro, play crazy ones so the male fans don't get jealous",Negative,Negative,Negative
lovyu bangwin,Neutral,Neutral,Neutral
"Respect bro, keep going next bro, open another epic ending",Positive,Neutral,Neutral
This is a cool game for girls,Negative,Positive,Negative
"Alas, he likes watching, bro, Windah plays games, doesn't he play games, what games do he play or do he watch them?",Negative,Neutral,Neutral
"Thank you very much, bro, for playing the review of the LD game",Negative,Negative,Negative
"cper, try scrolling for a new comment, name ramm, honestly, I'm really annoyed if you can't comment, at least report it, bro.",Negative,Positive,Positive
related bro,Neutral,Neutral,Neutral
I swear it's so funny laughing live,Positive,Positive,Positive
yeayyy cool bro it's really funny hahaha thank you for playing the game bro excitedly waiting for the part,Positive,Positive,Positive
"bro, thanks for playing the game, watching the video, bro, Windah, enjoy watching the game",Negative,Negative,Negative
hilarious,Positive,Positive,Positive
lovyu,Neutral,Neutral,Neutral
"thanks, big respect",Positive,Positive,Positive
aw trending aw,Neutral,Neutral,Neutral
Rafayel guessed it was genuine,Positive,Positive,Positive
"hehe, I'm happy to play the game, thank you, bro, Windah",Positive,Positive,Positive
anjayyy trending game,Negative,Neutral,Negative
Try playing until the hunter contests,Neutral,Neutral,Neutral
cellphone games,Neutral,Neutral,Neutral
anjirrr really playing yessss,Positive,Positive,Positive
gat,Neutral,Neutral,Neutral
It's hard for girls to comment so it's hard to find comments from guys,Negative,Negative,Negative
Zayne is your husband,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
respect,Neutral,Neutral,Neutral
"bro, play the endoparasite game bro",Negative,Positive,Negative
salting yeah,Neutral,Neutral,Neutral
loveee youuu poll bro windaah really love you,Positive,Positive,Positive
oh my,Neutral,Neutral,Neutral
"Continue, I'm proud of the story",Positive,Positive,Positive
finally,Neutral,Neutral,Neutral
vibes donghua,Neutral,Neutral,Neutral
p,Neutral,Neutral,Neutral
Thank you bro Windahh,Neutral,Neutral,Neutral
"bro, try out the s strike mode, the new efootball arena is exciting, bro, vs event too",Positive,Positive,Positive
"bro, drill, bro, forget to drag",Negative,Neutral,Neutral
"thank you, proud to playinnnnn",Positive,Positive,Positive
game password bro hahaha,Negative,Positive,Negative
,Neutral,Neutral,Neutral
trending bro,Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
try crazy ones bro,Negative,Negative,Negative
Yeaayy bro Windahh mainn thanks a lot bro,Positive,Positive,Positive
"bro, it's really fun to play, bro, facebluesmilingfacebluesmiling",Positive,Positive,Positive
hate comments because the character is less competitive,Negative,Negative,Negative
"Bro, Zayne, thanks for playing the game",Negative,Positive,Negative
yo,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
The engineer laughed,Positive,Positive,Positive
"bro, continue with FC Mobile because there are updates pls",Neutral,Neutral,Neutral
finally,Neutral,Neutral,Neutral
Li,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
chat girl,Neutral,Positive,Neutral
"Thank you bro, you are really positive, your personal game is empty bro, the game characters really make you pay attention",Negative,Positive,Negative
"Thank you, Wind Lope Kebon",Neutral,Neutral,Neutral
"Bro, please continue watching the story",Neutral,Neutral,Neutral
"Cancel it, bro, that's fine",Positive,Positive,Positive
"Lots of yapping, but the game is cool",Negative,Positive,Negative
yeyyy,Neutral,Neutral,Neutral
seconds seconds niagara falls,Neutral,Neutral,Neutral
bro bear it,Neutral,Neutral,Neutral
sus,Neutral,Neutral,Neutral
"bro, playing the FC Mobile game, bro, toty event, bro, the players are great, bro",Positive,Positive,Positive
"I don't like sales, bro",Neutral,Neutral,Neutral
"Bro, lady boy, seeing you play character games makes you wet",Negative,Neutral,Negative
"Don't be the same as Jefri, handsome in real life, handsome sylus fantasy Ciwiciwi pick me",Positive,Positive,Positive
The male character's face is Dante Vergil Devil My Cry,Neutral,Neutral,Neutral
"Blaspheming the game without thinking with your brain, the girls version of the KY Gin game is serious. Respect Bang Windah's response",Negative,Positive,Negative
please bro,Neutral,Neutral,Neutral
p,Neutral,Neutral,Neutral
give me touch some grass please,Neutral,Neutral,Neutral
ffoairy likes like nega,Neutral,Neutral,Neutral
"ffoairy, it's true that guys nowadays have bad introspection, bro",Negative,Negative,Negative
nope,Neutral,Neutral,Neutral
anonyml sipaling bodycount alias bispak,Neutral,Neutral,Neutral
really really lady boy banc,Positive,Positive,Positive
Daffinzion is not kidding,Neutral,Neutral,Neutral
I'm surprised I read it,Positive,Positive,Positive
pickme palalo,Neutral,Neutral,Neutral
You'll pick me,Neutral,Neutral,Neutral
"Very serious, darling",Negative,Neutral,Neutral
you pick me suki,Neutral,Neutral,Neutral
"That's it, no lep lewd awoakwok",Neutral,Neutral,Neutral
"No, the viewers are minor, all of them are still at the Arijumanjing puberty stage",Negative,Negative,Neutral
"Wow, Jir Arijumanjing's game is really good",Positive,Positive,Positive
"Bro, Windah makes you watch the girls, bro",Neutral,Neutral,Neutral
"Yes, it's serious or not",Negative,Neutral,Neutral
Winda Uchiha,Neutral,Neutral,Neutral
the name of the game is the girls version,Negative,Negative,Negative
"You know, girls are really lustful",Positive,Positive,Positive
"Yes, the female character has bigger chest and head",Neutral,Neutral,Neutral
blaspheme fans of metal gear rising revengeance fanatical toxic fans metal gear rising revengeance fans tertoxic fanatics human history,Neutral,Neutral,Neutral
"Don't blaspheme, fine, fine, bro, Windah, playing like this, I'm disappointed, Bro, Windah, didn't invite Mama Agnes to play this game, no offense, chill",Negative,Negative,Negative
indeed facebluewideeyes,Neutral,Neutral,Neutral
"I personally despise games with too much fan service, guys",Positive,Neutral,Neutral
"mention it, try the game, mention it",Negative,Neutral,Negative
"finalglory bro, try to forget the five hearts under one roof game",Negative,Negative,Negative
finallglorynah people insult your reading achievements to the point of insulting other people's work,Negative,Positive,Negative
finalglory crazy ones bro no playstore no bet,Negative,Negative,Neutral
"thanks bro, Windah, for playing the women's segmentation game, next time if you use a negative mute ban bot, yes, hard moderator, healthy community, not toxic",Negative,Positive,Negative
I'm waiting for a real hilarious laugh,Positive,Positive,Positive
